Symbol	Length	LTL_S1	LTL_S2	LTL_S3
RNU1-136P	165	0	1	0
RP3-483K16.4	549	3	6	1
RP11-79N23.1	853	25	44	25
LRRC1	3390	567	687	605
MLIP-IT1	647	1	0	0
MLIP	6772	11	6	8
FAM83B	3172	393	620	424
HCRTR2	1844	3	0	2
HMGCLL1	4645	14	5	50
BMP5	3959	50	100	432
COL21A1	4683	53	42	940
BEND6	5749	3	8	15
ZNF451	15426	1447	1809	1852
RP11-203B9.4	4933	49	50	70
PRIM2	2304	158	223	169
RP1-240B8.3	679	25	18	28
PHF3	9846	2740	3662	3524
RP11-406O16.1	678	2	1	1
BAI3	6357	31	52	129
COL19A1	7741	1296	1133	686
FAM135A	7669	615	929	786
SMAP1	4224	125	162	147
RP11-154D6.1	4254	177	199	172
RP3-331H24.5	739	12	26	28
RIMS1	9334	226	205	148
RP11-257K9.8	1644	0	0	0
MTO1	11247	474	484	473
SLC17A5	3615	648	583	606
RP11-554D15.1	673	0	0	0
RP11-554D15.3	621	0	0	0
COL12A1	12261	487	157	2032
FILIP1	8914	22	34	104
SENP6	7478	1603	2120	1987
IMPG1	6047	41	40	67
MEI4	4804	70	81	67
LCA5	5972	94	146	162
SH3BGRL2	4653	522	774	608
BCKDHB	3952	403	506	430
RP5-991C6.4	475	0	0	3
RP11-379B8.1	825	9	10	17
UBE3D	2036	103	178	148
ME1	3392	20	40	56
SNAP91	5496	4	6	18
CYB5R4	9654	125	128	146
TBX18	7205	8	12	110
SNX14	4558	1461	1640	1524
HTR1E	2002	25	46	7
ZNF292	12688	1410	1884	2114
C6orf165	3554	23	13	23
SLC35A1	2003	173	246	203
ORC3	3131	450	738	568
CNR1	9775	83	96	47
RNGTT	4842	355	492	470
GABRR1	3786	0	2	2
UBE2J1	4298	759	918	871
MDN1	18703	1857	1956	2151
CASP8AP2	7353	536	697	719
BACH2	9288	82	138	216
EPHA7	7473	1770	3174	2597
RP3-463P15.1	267	0	0	0
UFL1-AS1	555	2	3	3
UFL1	4559	1335	2007	1486
GPR63	6087	31	66	92
MMS22L	8967	105	163	224
RP1-104O17.2	359	0	1	0
FBXL4	8086	744	931	907
FAXC	11622	26	12	17
RP11-98I9.4	1640	68	112	97
CCNC	4278	879	1165	996
MCHR2	2398	0	0	0
ASCC3	11421	1114	1897	1585
GRIK2	5691	97	289	258
HACE1	4694	334	459	490
LIN28B	5509	96	225	165
PREP	2920	310	399	425
ATG5	3707	719	885	667
QRSL1	5465	613	784	600
PDSS2	3877	305	381	310
SOBP	5331	89	166	166
SCML4	3673	136	77	23
SEC63	6759	362	416	660
LACE1	5376	193	276	218
FOXO3	7726	1065	1256	1276
ARMC2	3326	83	168	131
SESN1	4166	260	414	267
CEP57L1	5886	227	281	317
C6orf183	4386	14	19	27
AK9	9424	226	204	220
WASF1	3231	298	390	428
METTL24	1779	137	107	96
SLC22A16	3349	0	0	0
CDK19	7638	421	523	657
GTF3C6	1074	680	708	529
SLC16A10	10857	1069	1250	874
REV3L	11484	1025	1420	1281
FYN	4276	283	526	611
LAMA4	7996	612	1357	1357
RP11-506B6.6	4108	2	2	0
HS3ST5	4110	22	27	56
FRK	13327	430	433	577
NT5DC1	6935	323	451	412
DSE	8502	473	566	640
RP1-93H18.1	1601	8	20	23
RWDD1	5773	637	850	756
KPNA5	5465	868	1296	1150
ROS1	7506	4	2	10
GOPC	5038	1179	1782	1664
DCBLD1	3886	108	148	169
CEP85L	8401	155	292	379
MCM9	6498	441	548	536
RP11-351A11.1	474	8	4	7
FAM184A	5537	50	60	32
GJA1	3039	97	85	293
PKIB	3106	417	567	461
CLVS2	11491	0	0	2
RNF217	12192	524	839	736
TPD52L1	3158	359	460	509
HDDC2	2344	380	561	444
RP11-624M8.1	3105	23	28	42
NCOA7	6184	827	1249	1002
TRMT11	2258	324	452	400
ECHDC1	3527	461	639	592
SOGA3	12161	10	25	25
THEMIS	4317	0	1	1
PTPRK	7626	1603	2029	2130
LAMA2	9918	109	67	123
TMEM244	676	0	1	0
L3MBTL3	4722	298	447	334
SAMD3	6426	11	7	6
EPB41L2	7428	67	111	289
AKAP7	4211	282	713	303
ENPP3	4171	2294	2042	2716
RP11-69I8.3	497	1	0	0
MOXD1	5307	26	93	275
STX7	16085	2588	2977	2817
EYA4	8204	49	19	179
RP3-323P13.2	3797	144	87	267
SLC2A12	4473	18	31	39
SGK1	6433	455	311	481
MYB	4627	2	8	11
AHI1	7717	322	491	470
LINC00271	1584	17	48	30
RP13-143G15.4	1466	23	11	15
MAP7	4685	1807	1911	1200
MAP3K5	5335	270	213	276
PEX7	1844	150	230	157
IL22RA2	2893	0	0	0
RP11-356I2.4	4097	5	4	15
KIAA1244	14911	483	1038	377
NHSL1	7958	570	512	698
ECT2L	4424	32	39	29
TXLNB	4763	3	5	3
VTA1	7202	875	1235	859
GPR126	7167	1260	1247	2646
RP11-440G9.1	2296	1	1	1
HIVEP2	9785	232	334	293
PEX3	1981	450	551	430
PHACTR2	10350	1218	1153	1555
LTV1	1858	245	308	272
PLAGL1	6186	622	1051	1195
EPM2A	4004	151	216	162
RP11-545I5.3	5122	58	67	64
SHPRH	7626	818	1133	1072
GRM1	6988	8	18	1
ADGB	5527	2	16	13
STXBP5-AS1	6034	28	39	35
STXBP5	5799	357	429	526
RP11-307P5.1	776	7	1	4
SASH1	8619	585	861	835
UST	4286	149	266	205
TAB2	5345	607	700	1027
PCMT1	2192	947	1230	1026
RP11-244K5.8	2109	9	15	13
RAET1E	2986	0	0	0
RAET1E-AS1	610	0	0	1
RAET1L	1351	0	0	0
PPP1R14C	2156	1391	2074	1085
MTHFD1L	3852	140	129	207
RP1-292B18.4	858	0	1	1
AKAP12	8748	2229	2413	3799
C6orf211	2795	1640	2034	1534
CCDC170	5372	1	55	17
SYNE1	31592	2139	3347	2455
RGS17	7904	66	117	109
AL590867.1	1215	0	0	0
OPRM1	7370	1	0	0
IPCEF1	7180	279	290	148
CNKSR3	21536	2231	2011	2018
SCAF8	5139	1367	1802	1602
TFB1M	1773	180	236	181
ZDHHC14	7447	530	840	464
SYNJ2	9740	64	44	122
GTF2H5	7484	572	769	482
RP11-732M18.3	426	135	130	131
TULP4	11137	1147	1062	1330
TMEM181	5407	636	766	771
SYTL3	2809	107	192	130
FNDC1	6878	13	4	22
SOD2	18508	2080	2485	2019
WTAP	5308	1313	1670	1430
SLC22A1	1959	33	26	21
SLC22A2	5325	68	53	39
RP1-276N6.2	469	33	10	21
SLC22A3	5763	389	261	198
LPA	6530	3	3	2
AGPAT4	9117	599	815	678
QKI	15821	2195	3203	2896
PDE10A	10302	272	409	392
RPS6KA2	6836	183	248	207
RP11-517H2.6	5323	28	25	47
MLLT4	9723	2906	3466	3294
KIF25	2167	0	2	2
SMOC2	3463	73	249	139
RP1-266L20.4	337	0	1	1
FAM120B	6042	410	568	616
LINC00266-3	730	0	0	0
RP3-416J7.4	2058	0	0	0
RP3-416J7.5	2009	0	0	0
DUSP22	5398	482	604	546
HUS1B	1026	5	0	0
RP11-532F6.3	2815	1	2	1
RP11-532F6.4	427	2	0	2
RP11-532F6.5	2058	1	3	2
RP11-284J1.1	2438	2	5	1
RP5-1077H22.2	2538	0	0	1
RP5-1077H22.1	405	0	0	0
RP5-856G1.1	733	0	0	0
AL033381.1	3438	0	1	0
FOXQ1	2319	65	43	78
RP4-668J24.2	1278	0	1	0
FOXF2	2189	0	0	1
RN7SL352P	296	0	0	0
RP11-157J24.2	549	0	0	0
FOXC1	3448	1180	1600	1023
GMDS-AS1	8220	117	127	140
AL031768.1	101	1	3	0
RP1-136B1.1	702	5	5	10
C6orf195	2437	11	14	15
RP11-145H9.3	836	0	0	1
MYLK4	5890	161	136	177
WRNIP1	3884	545	654	666
SERPINB1	3020	189	235	264
MIR4645	78	0	0	0
RP11-420G6.4	1374	6	6	6
SERPINB9	4125	76	53	169
RP1-90J20.2	486	0	0	0
SERPINB6	4004	179	253	300
LINC01011	2806	51	88	66
RP1-90J20.8	538	0	0	4
RP1-90J20.12	2598	38	43	54
RP1-90J20.11	2636	65	36	46
RP1-40E16.2	400	1	0	4
RIPK1	4243	579	700	715
RP1-40E16.12	851	5	5	11
RNA5SP201	125	2	2	3
TUBB2A	1731	268	361	329
RP1-40E16.9	1508	0	15	6
TUBB2B	2199	1404	2562	1399
RP11-506K6.4	1990	7	7	20
RP1-223B1.1	792	1	3	7
PXDC1	2201	70	59	198
RP11-420L9.5	2762	9	7	38
RP11-420L9.4	363	0	0	0
FAM50B	1933	86	83	55
RP1-140K8.1	452	0	1	0
RP1-140K8.5	7071	4	5	21
C6ORF50	1465	9	13	25
RP3-406P24.4	491	12	11	7
RP3-406P24.3	211	16	10	12
FAM217A	2842	11	13	5
C6orf201	2390	13	10	16
ECI2	1616	787	975	689
RP3-400B16.4	642	0	0	0
RP3-400B16.1	2281	0	4	2
RP3-400B16.3	268	0	0	0
RP3-527G5.1	332	0	0	0
RNA5SP202	120	2	0	0
RP11-274H24.1	2274	0	0	1
RP4-529N6.2	575	0	0	0
RP4-529N6.1	486	0	0	0
RP3-430A16.1	371	0	0	0
RPP40	1565	40	76	77
RP11-428J1.5	1088	27	12	15
RP11-428J1.4	3275	9	14	14
RMRPP2	519	3	9	7
PPP1R3G	1737	3	2	6
MIR3691	91	5	3	2
AL162381.1	71	0	0	0
RP1-232P20.1	1336	6	5	7
RP1-256G22.2	810	7	11	10
RP3-380B8.4	414	0	0	0
RN7SL221P	286	1	0	0
NRN1	1766	3	2	6
AL157775.1	103	0	0	0
MIR5683	77	0	1	0
LY86	1260	0	0	2
RP1-80N2.3	3326	36	73	50
RP1-80N2.2	570	1	12	5
RP3-470L22.1	508	0	1	0
RP3-429O6.1	935	0	0	0
RN7SL554P	297	0	0	0
RP11-556O15.1	520	0	0	0
RP11-405O10.2	1678	34	37	31
RP11-69L16.4	503	2	3	6
RIOK1	2827	205	294	297
RP3-512B11.3	889	18	36	33
DSP	9820	4574	5593	6300
BLOC1S5	3067	742	1041	688
EEF1E1-BLOC1S5	775	0	0	0
EEF1E1	1465	200	237	197
RP11-203H2.1	402	0	0	0
RP11-203H2.2	748	0	1	0
SLC35B3	2899	348	453	426
HULC	558	1	5	1
RP11-314C16.1	491	5	21	5
RP11-354I10.1	664	0	0	1
RNU6ATAC21P	127	0	0	0
TFAP2A	4782	20	34	13
TFAP2A-AS1	1695	0	1	2
RP1-290I10.3	542	0	0	0
LINC00518	1551	0	0	0
RP1-290I10.7	660	0	0	1
MIR5689	79	0	0	0
RP1-290I10.5	258	0	0	1
RP11-360O19.4	1477	0	1	0
GCNT6	1178	6	7	10
C6orf52	892	30	45	27
PAK1IP1	1810	151	217	224
TMEM14C	1193	1029	1370	1006
RP11-421M1.8	1102	5	7	7
TMEM14B	2396	409	563	399
RNA5SP203	137	3	4	7
MAK	4395	65	121	104
RP11-637O19.2	669	3	4	4
ELOVL2-AS1	1593	11	7	2
SMIM13	4688	435	593	530
ERVFRD-1	3244	15	7	22
RP3-510L9.1	709	3	4	5
RP11-716O23.1	702	1	0	0
RP11-716O23.2	691	1	0	0
RNU1-64P	164	0	0	0
TMEM170B	8430	304	394	455
RP11-679B17.2	431	0	0	1
ADTRP	2942	1	2	1
RP3-413H6.2	556	1	0	1
RP11-456H18.1	278	1	0	0
RP11-456H18.2	787	37	75	49
EDN1	2038	14	19	40
RN7SKP293	297	0	0	0
RP11-125M16.1	896	0	0	0
AL354680.1	98	0	0	0
RNU1-11P	165	4	4	1
RP1-257A7.4	3125	54	80	70
RP1-257A7.5	474	71	88	70
TBC1D7	3032	230	351	280
AL583828.1	1525	0	0	0
GFOD1-AS1	334	0	1	2
RN7SKP204	311	0	0	0
SIRT5	5229	486	735	570
RP1-223E5.4	1046	2	6	2
AL441883.1	712	0	1	0
RNU7-91P	63	0	3	2
MCUR1	5720	1016	1219	895
RP3-500L14.2	1144	13	11	18
RNF182	4096	27	27	13
RP3-380E11.2	388	0	0	0
CD83	2476	143	133	165
RNU7-133P	63	0	0	0
RP11-359N11.1	472	1	0	0
RP11-359N11.2	3154	1	2	2
RP3-448I9.2	493	1	0	0
RP3-448I9.1	408	1	0	0
RP11-330A16.1	148	0	0	0
RNU6-793P	105	0	0	0
RN7SL332P	253	0	0	0
AL050335.1	102	0	0	0
RP11-560J1.2	1079	7	19	12
JARID2-AS1	457	2	3	2
RNU6-522P	108	3	0	1
RNU6-645P	107	1	1	1
RP11-401E14.2	847	0	0	0
MYLIP	3040	1126	1580	1224
MIR4639	70	1	5	4
RNU6-1114P	108	0	0	0
AL034375.1	81	0	0	0
RP1-151F17.1	701	11	23	21
RP1-151F17.2	2539	24	52	46
STMND1	1327	1	4	3
RBM24	3115	1	0	3
FAM8A1	4682	1122	1363	1179
RNU6-190P	103	1	2	1
RP11-500C11.3	1089	37	50	45
RNA5SP204	119	0	0	0
NHLRC1	2135	13	22	9
TPMT	3190	693	734	670
DEK	3438	1284	1562	1572
RNU6-263P	108	0	0	0
RNF144B	5456	413	717	461
MIR548A1	98	0	0	0
RP11-686D16.1	383	2	1	3
RNA5SP205	137	1	2	1
RNU6-801P	106	0	0	0
RP3-471C18.1	472	2	5	2
RP3-471C18.2	215	4	8	2
RP4-625H18.2	1933	22	63	30
ID4	2347	3010	6730	5418
RN7SL128P	308	24	38	30
AL136303.1	85	0	1	0
E2F3-IT1	402	5	1	8
RNU6-141P	106	1	0	1
RP3-348I23.2	619	3	5	6
RNU6-150P	96	1	0	0
RP1-135L22.1	388	0	0	0
RP11-204E9.1	545	0	0	0
SOX4	4877	4491	4130	5163
RN7SKP240	376	0	2	2
CASC14	1943	11	16	15
RP11-524C21.2	1616	1	0	5
PRL	1359	0	0	1
HDGFL1	2153	0	0	0
RP1-309H15.2	746	0	0	0
RNU6-1060P	108	0	0	0
RP11-439H9.1	316	0	0	0
NRSN1	3558	61	39	53
KAAG1	1383	39	40	30
RNU6-391P	105	0	0	0
MRS2	4533	1222	1525	1542
GPLD1	3754	62	75	58
TDP2	2957	977	1354	837
ACOT13	4398	653	828	530
RP1-30M3.5	888	17	19	16
C6orf62	4139	2205	2969	2440
RP1-30M3.6	406	26	27	9
RP3-369A17.4	558	0	0	0
GMNN	1276	280	314	294
RP3-369A17.5	816	0	1	0
AL512428.1	100	1	1	2
RN7SL334P	269	4	1	2
RP3-425P12.5	580	0	0	0
RP3-425P12.1	434	0	0	0
RP3-425P12.2	475	0	0	0
CMAHP	2278	11	14	35
RNY5P5	79	0	0	0
AL590084.1	89	0	0	0
RP3-522P13.3	749	2	0	1
RNU6-987P	105	2	2	1
AL160037.1	78	0	0	0
HIST1H2AA	501	0	1	1
HIST1H2BA	438	1	3	0
SLC17A4	4645	68	53	49
SLC17A3	2319	61	41	81
SLC17A2	2572	16	19	29
TRIM38	5353	321	345	728
U91328.21	356	0	0	0
U91328.20	467	2	1	11
U91328.19	4132	48	67	87
U91328.22	518	3	1	2
HIST1H1A	782	123	249	361
HIST1H3A	470	254	372	454
HIST1H4A	373	87	111	284
HIST1H4B	358	665	1031	998
HIST1H3B	473	146	154	626
HIST1H2AB	478	48	54	153
HIST1H2BB	432	47	63	189
HIST1H3C	460	57	98	329
HIST1H1C	733	815	1257	1715
HFE	5364	72	81	101
HIST1H4C	416	931	1249	1394
HIST1H1T	726	2	0	3
HIST1H2BC	836	618	883	1042
HIST1H2AC	1579	1814	2095	1608
HIST1H1E	786	1024	1330	1520
HIST1H2BD	900	763	843	906
HIST1H2BE	498	95	149	266
HIST1H4D	368	366	687	827
HIST1H3D	867	51	97	242
HIST1H2AD	394	0	0	0
HIST1H2BF	1196	105	157	337
HIST1H4E	1410	1577	2487	2207
HIST1H2BG	446	639	905	1114
HIST1H2AE	548	616	1103	1187
HIST1H3E	463	279	391	514
HIST1H1D	778	332	513	1031
HIST1H4F	417	833	1553	1472
HIST1H4G	375	0	0	0
HIST1H3F	467	139	146	438
HIST1H2BH	426	149	220	507
HIST1H3G	468	59	78	291
HIST1H2BI	480	78	135	306
HIST1H4H	1036	578	949	975
RNU6-1259P	67	0	0	0
BTN3A2	3766	123	219	184
AL021917.1	78	1	0	1
BTN2A2	3888	150	201	182
BTN3A1	4201	175	344	295
BTN2A3P	2566	53	71	90
BTN3A3	3013	52	51	86
BTN1A1	2902	6	6	8
RNU6-502P	109	0	0	0
HCG11	4733	638	889	734
CTA-14H9.5	343	57	72	59
HMGN4	1277	535	831	625
ABT1	2258	349	503	396
RP11-457M11.2	533	11	23	16
ZNF322	3159	277	422	410
RP11-457M11.5	1725	27	44	54
LINC00240	5610	10	18	21
RP11-239L20.6	442	0	2	2
TRNAI2	114	11	33	13
RNU2-62P	192	0	0	0
RP1-86C11.7	566	3	1	0
HIST1H2BJ	1103	165	247	492
HIST1H2AG	2240	210	224	621
HIST1H2BK	822	744	890	1114
HIST1H4I	1344	159	167	334
HIST1H2AH	458	137	193	438
MIR3143	64	0	1	2
PRSS16	2912	39	93	62
POM121L2	3109	0	0	0
ZNF391	4686	141	235	227
RP1-153G14.4	2956	25	40	38
ZNF184	3129	347	518	497
RNU6-471P	107	0	0	0
TRNAI6	125	28	54	30
HIST1H2BL	454	58	65	205
HIST1H2AI	532	141	164	445
HIST1H3H	474	100	138	315
HIST1H2AJ	497	59	65	240
HIST1H2BM	447	51	78	225
HIST1H4J	375	42	68	67
HIST1H4K	355	36	73	77
HIST1H2AK	461	95	134	161
HIST1H2BN	4212	116	226	295
HIST1H2AL	574	32	31	134
HIST1H1B	791	207	272	1074
HIST1H3I	478	41	98	187
HIST1H4L	365	84	144	430
HIST1H3J	844	32	53	155
HIST1H2AM	488	3	0	5
HIST1H2BO	468	55	60	217
RNU7-26P	64	0	0	0
OR2B2	1213	0	0	0
OR2B6	943	3	1	2
RP1-313I6.12	688	45	51	31
ZSCAN12P1	1659	11	18	21
ZSCAN16-AS1	2166	88	142	95
ZSCAN16	1332	196	267	202
RP1-265C24.8	2831	3	10	13
ZKSCAN8	7477	626	915	1039
ZNF192P1	1633	26	61	71
ZSCAN9	3241	318	424	391
ZKSCAN4	2436	215	263	233
NKAPL	1640	2	4	3
PGBD1	3142	276	374	340
ZKSCAN3	4842	266	339	333
ZSCAN12	5500	497	683	681
RNU2-45P	188	1	0	0
ZSCAN23	3165	149	233	227
GPX6	2026	0	3	3
GPX5	3466	0	0	0
RP5-1186N24.3	2876	0	1	0
AL121932.1	70	0	0	0
LINC00533	1123	4	14	10
AL662890.1	109	0	0	0
AL662890.3	65	0	0	0
XXbac-BPG308K3.5	5688	0	0	0
XXbac-BPG308K3.6	19675	0	0	0
HCG14	2484	0	2	0
TRIM27	34980	6	7	17
RNU6-930P	101	0	0	0
C6orf100	2808	0	0	1
RN7SL471P	297	0	0	0
HCG15	7245	0	1	1
HCG16	2233	0	0	1
OR2W1	8232	0	0	0
OR2B3	8856	0	0	0
OR2J1	2548	0	0	0
OR2J3	7334	0	0	0
XXbac-BCX196D17.5	2737	0	0	0
OR2J2	8336	0	0	0
OR14J1	7826	0	0	0
OR12D3	12083	0	0	0
OR12D2	6240	0	0	0
OR12D1	948	0	0	0
OR11A1	22960	0	0	0
OR10C1	14700	0	0	0
OR2H1	28024	0	0	0
MAS1L	10128	0	0	0
XXbac-BPG13B8.10	7048	0	0	0
LINC01015	22240	0	0	0
UBD	7041	0	0	0
GABBR1	39807	2	1	2
SNORD32B	85	0	0	0
OR2H2	7448	0	0	0
MOG	22438	0	0	0
ZFP57	15641	2	1	0
HLA-F	22174	0	0	0
HLA-F-AS1	2841	0	0	0
XXbac-BPG170G13.32	244	0	0	0
HLA-V	37288	0	1	0
HLA-G	11297	0	0	0
HLA-A	15746	327	377	422
HCG9	4640	0	0	0
HLA-J	10482	1	0	1
ZNRD1	6945	19	29	23
PPP1R11	20113	7	5	4
RNF39	17635	4	3	5
AL669914.1	134	0	0	0
TRIM31	15496	0	0	0
TRIM31-AS1	4148	0	0	0
TRIM40	19988	0	0	0
TRIM10	28675	0	0	0
TRIM15	18062	0	0	0
TRIM26	29138	31	43	29
HLA-L	27528	12	14	19
TRIM39	29198	17	38	28
TRIM39-RPP21	1302	0	0	0
RPP21	7093	2	3	3
HLA-E	18263	0	0	1
XXbac-BPG249D20.9	6824	0	0	0
GNL1	58440	18	32	24
PRR3	17080	0	0	0
MIR877	87	0	0	0
PPP1R10	32242	0	0	1
AL662800.1	78	0	0	0
MRPS18B	10969	3	6	4
ATAT1	24171	0	1	0
C6orf136	13997	2	0	2
AL662800.2	95	0	0	0
DHX16	29582	0	0	0
PPP1R18	33327	8	4	15
NRM	12474	0	0	0
TUBB	26913	696	872	888
XXbac-BPG252P9.9	774	0	0	0
FLOT1	12517	24	38	45
XXbac-BPG252P9.10	529	0	0	0
IER3	8142	0	0	0
RN7SL353P	249	0	0	0
HCG20	7106	0	0	0
LINC00243	11389	0	0	0
XXbac-BPG27H4.8	4808	0	0	0
RN7SKP186	304	0	0	0
DDR1-AS1	23956	0	0	0
DDR1	25860	223	252	243
MIR4640	546	0	0	0
RN7SL175P	260	0	0	0
GTF2H4	10739	0	7	4
VARS2	16408	3	0	3
SFTA2	2724	0	1	0
DPCR1	16656	0	0	0
HCG21	2814	0	0	0
MUC21	3796	0	0	0
MUC22	6023	0	0	0
HCG22	13881	0	0	0
RNU6-1133P	101	0	0	0
C6orf15	6852	0	0	0
PSORS1C1	27913	0	0	0
CDSN	15250	0	0	0
PSORS1C2	6921	0	0	0
CCHCR1	19585	0	0	4
TCF19	23044	3	1	6
POU5F1	12949	0	1	0
PSORS1C3	4172	1	0	0
XXbac-BPG299F13.17	2839	0	0	0
HCG27	10495	0	0	0
XXbac-BPG299F13.14	3585	0	0	1
HLA-C	11635	284	296	199
XXbac-BPG248L24.13	540	0	0	0
HLA-B	9560	111	148	131
RNU6-283P	108	0	0	0
AL671883.1	87	0	0	0
XXbac-BPG181B23.7	1208	0	0	0
HCP5	9218	0	0	0
MICA	14992	9	13	25
XXbac-BPG181B23.4	8570	0	0	0
MICB	20174	0	0	0
MCCD1	7656	11	22	9
DDX39B	19031	8	22	13
ATP6V1G2-DDX39B	2372	0	0	0
SNORD117	77	0	0	0
SNORD84	79	0	0	0
DDX39B-AS1	3645	1	1	1
ATP6V1G2	11038	4	2	2
NFKBIL1	11129	10	12	9
LTA	11585	0	0	0
TNF	13078	0	0	0
LTB	7282	0	0	0
LST1	9926	0	0	0
NCR3	9734	0	0	0
AIF1	5428	0	0	0
PRRC2A	48785	1	4	4
SNORA38	1063	0	0	0
BAG6	29517	2	2	3
APOM	9124	0	1	2
C6orf47	17331	0	0	0
C6orf47-AS1	4721	0	0	0
GPANK1	24434	0	0	0
CSNK2B	17241	2	3	5
CSNK2B-LY6G5B-1181	5045	0	0	0
LY6G5B	14603	0	0	0
LY6G5C	10215	0	0	0
ABHD16A	18327	0	0	0
XXbac-BPG32J3.20	2354	0	0	0
MIR4646	448	0	0	0
LY6G6F	7966	0	0	0
MEGT1	3816	0	0	0
LY6G6E	3790	0	0	0
LY6G6D	5548	0	0	0
LY6G6C	7749	0	0	0
C6orf25	16943	1	0	0
DDAH2	15834	0	0	1
CLIC1	13657	30	48	37
RNU6-850P	104	0	0	0
SAPCD1	6512	41	53	37
SAPCD1-AS1	2315	0	0	0
VWA7	17778	22	16	11
VARS	27293	2	0	0
LSM2	6336	0	0	1
HSPA1L	12811	0	0	1
HSPA1A	12370	0	0	0
HSPA1B	12610	172	208	132
C6orf48	9008	5	3	4
SNORD48	321	0	0	0
SNORD52	340	0	0	0
NEU1	16434	0	1	1
SLC44A4	20972	2	4	1
EHMT2-AS1	225	0	0	0
C2	21716	0	0	0
ZBTB12	9387	0	0	0
CFB	20000	0	3	3
NELFE	9983	0	0	0
MIR1236	103	0	0	0
SKIV2L	24292	2	4	2
DXO	11286	2	4	8
STK19	11241	1	1	0
C4A	22020	4	2	5
C4A-AS1	10421	0	0	0
CYP21A1P	6360	1	0	0
AL645922.1	71	0	0	0
C4B	22032	14	10	5
C4B-AS1	6827	0	0	0
CYP21A2	13393	0	0	1
TNXB	71851	4	3	3
RNA5SP206	122	0	0	0
ATF6B	11138	1	1	0
FKBPL	5388	0	1	0
PRRT1	17944	0	0	2
PPT2	24063	0	0	0
PPT2-EGFL8	4582	0	0	0
EGFL8	10725	0	0	0
AGPAT1	25165	27	39	19
RNF5	9148	164	207	173
AGER	13139	6	3	3
PBX2	23401	5	17	3
XXbac-BPG300A18.13	658	0	0	0
GPSM3	13034	6	5	4
NOTCH4	44406	1	0	1
XXbac-BPG154L12.4	3460	0	0	0
C6orf10	16047	0	1	5
RNU6-603P	108	0	0	0
HCG23	4907	1	8	5
HLA-DRA	8995	0	1	1
HLA-DRB5	1266	8	18	10
RNU1-61P	152	0	0	0
HLA-DRB6	1241	0	0	0
HLA-DRB1	7856	60	68	85
HLA-DQA1	10396	1	3	0
HLA-DQB1	12793	21	17	31
HLA-DQB1-AS1	3877	0	0	1
XXbac-BPG254F23.6	2182	0	1	0
XXbac-BPG254F23.7	3601	0	0	0
HLA-DQA2	12407	0	0	0
MIR3135B	276	0	0	0
HLA-DQB2	16407	0	0	0
HLA-DOB	8268	0	0	0
TAP2	49900	5	4	7
PSMB8	12400	1	0	1
TAPSAR1	10152	0	0	0
PSMB9	9438	0	0	0
TAP1	23925	0	0	0
PPP1R2P1	5429	0	0	0
HLA-DMB	12077	1	0	0
AL645941.1	96	0	0	0
XXbac-BPG181M17.5	616	0	0	0
HLA-DMA	10844	0	0	0
BRD2	33763	130	125	119
BRD2-IT1	1340	0	0	0
XXbac-BPG181M17.6	579	0	0	0
HLA-DOA	26593	1	3	0
HLA-DPA1	13868	0	0	0
HLA-DPB1	18236	1	1	1
HLA-DPB2	7581	0	0	0
HCG24	3594	0	0	0
COL11A2	46893	3	1	6
RXRB	18333	6	6	8
RNY4P10	96	0	0	0
SLC39A7	14786	0	0	0
HSD17B8	7074	1	2	0
MIR219-1	111	0	0	0
RING1	10948	3	2	1
XXbac-BPG157A10.21	596	1	3	1
HCG25	5962	0	0	0
VPS52	20143	0	0	0
RPS18	4309	2	1	0
B3GALT4	9098	0	0	1
WDR46	12470	10	13	16
PFDN6	13055	0	0	0
RGL2	18136	0	0	0
TAPBP	20785	7	8	8
ZBTB22	13655	0	0	0
DAXX	13326	15	23	21
KIFC1	9745	0	0	0
PHF1	5525	60	100	83
CUTA	2640	2	1	0
SYNGAP1	13008	9	14	20
MIR5004	216	0	0	0
RN7SL26P	305	0	0	0
BAK1	2275	402	552	390
ITPR3	9929	1675	872	1407
SBP1	280	21	29	15
UQCC2	1318	425	702	446
MIR3934	108	7	14	12
IP6K3	2829	34	65	19
LEMD2	3328	823	961	954
MLN	571	28	12	8
LINC01016	3154	2	8	3
RP3-468B3.2	6595	3	5	4
MIR1275	81	0	0	0
AL590403.1	63	0	0	0
C6orf1	1554	76	105	82
RP11-513I15.6	7091	0	0	0
RPS10	983	970	1562	1240
BX255972.1	141	0	0	0
SPDEF	1920	1	7	0
RN7SL200P	287	1	1	0
RP11-140K17.3	774	28	34	14
UHRF1BP1	9867	661	798	854
TAF11	1585	511	732	578
TCP11	2819	4	4	6
AL138721.1	86	0	0	0
SCUBE3	7433	793	1317	941
RP3-329A5.8	4262	26	43	56
DEF6	2687	33	66	57
FANCE	2564	139	217	168
RPL10A	1074	5041	7910	6085
TEAD3	2996	440	613	515
TULP1	2177	6	12	10
RP3-340B19.3	598	2	0	1
MIR5690	74	0	0	0
AL157823.1	137	0	0	0
RP3-510O8.4	673	5	6	11
ARMC12	1396	7	8	5
CLPSL2	615	0	0	1
CLPSL1	605	0	0	0
CLPS	529	0	0	0
SRPK1	4792	1147	1343	1222
MAPK13	2603	463	427	467
Z95152.1	92	31	40	33
RP1-179N16.6	1468	30	44	41
